fold_id,original_feature,feature_group,gain_importance,split_importance
2,comp_365d_mean_price,rule_based_comparable,427007.5185241699,226.0
2,comp_365d_median_age_diff,rule_based_comparable,1075333.5858154297,515.0
2,comp_365d_median_area_diff_pct,rule_based_comparable,426157.5563354492,332.0
2,comp_365d_median_days_diff,rule_based_comparable,499632.49407958984,378.0
2,comp_365d_median_distance,rule_based_comparable,640572.973236084,334.0
2,comp_365d_median_price,rule_based_comparable,464982.5751953125,310.0
2,comp_365d_nearest_distance,rule_based_comparable,699163.7324523926,365.0
2,comp_365d_nearest_price,rule_based_comparable,806067.4402008057,462.0
2,comp_365d_std_price,rule_based_comparable,952631.9831237793,499.0
2,comp_365d_weighted_mean_price,rule_based_comparable,8047062.975662231,249.0
2,comp_730d_count,rule_based_comparable,0.0,0.0
2,comp_730d_mean_price,rule_based_comparable,23575664.74092102,375.0
2,comp_730d_median_age_diff,rule_based_comparable,1274061.8033599854,615.0
2,comp_730d_median_area_diff_pct,rule_based_comparable,505265.33584594727,393.0
2,comp_730d_median_days_diff,rule_based_comparable,417159.9031982422,316.0
2,comp_730d_median_distance,rule_based_comparable,543244.5463256836,289.0
2,comp_730d_median_price,rule_based_comparable,746852.9329071045,412.0
2,comp_730d_nearest_distance,rule_based_comparable,917955.8851013184,422.0
2,comp_730d_nearest_price,rule_based_comparable,3148470.0612487793,556.0
2,comp_730d_std_price,rule_based_comparable,1174068.2192993164,622.0
2,comp_730d_weighted_mean_price,rule_based_comparable,190784003.05340576,568.0
2,district,location_time,860538.6347045898,401.0
2,district_count_180d,time_aware_market,756765.1820220947,508.0
2,district_median_price_180d,time_aware_market,1192167.208267212,467.0
2,district_median_price_365d,time_aware_market,1382080.3971710205,503.0
2,district_price_change_180_365,time_aware_market,544660.0637054443,380.0
2,district_type_count_180d,time_aware_market,549046.9796447754,357.0
2,district_type_median_price_180d,time_aware_market,627151.6326904297,346.0
2,district_type_median_price_365d,time_aware_market,605810.3263549805,315.0
2,district_type_price_change_180_365,time_aware_market,651400.9301147461,478.0
2,emb_1095d_count,embedding_comparable,0.0,0.0
2,emb_1095d_max_similarity,embedding_comparable,465764.8943786621,248.0
2,emb_1095d_mean_price,embedding_comparable,4501228.475952148,287.0
2,emb_1095d_mean_similarity,embedding_comparable,363240.2485961914,174.0
2,emb_1095d_median_age_diff,embedding_comparable,657518.6092224121,363.0
2,emb_1095d_median_area_diff_pct,embedding_comparable,622271.6924743652,377.0
2,emb_1095d_median_days_diff,embedding_comparable,817328.4694519043,359.0
2,emb_1095d_median_price,embedding_comparable,1901488.3158874512,283.0
2,emb_1095d_median_similarity,embedding_comparable,306639.2830505371,172.0
2,emb_1095d_nearest_price,embedding_comparable,2898539.1418304443,434.0
2,emb_1095d_std_price,embedding_comparable,865144.7644500732,437.0
2,emb_1095d_weighted_mean_price,embedding_comparable,3438107.6867980957,144.0
2,emb_730d_count,embedding_comparable,0.0,0.0
2,emb_730d_max_similarity,embedding_comparable,496858.41802978516,288.0
2,emb_730d_mean_price,embedding_comparable,3083937.053741455,278.0
2,emb_730d_mean_similarity,embedding_comparable,581108.0625457764,256.0
2,emb_730d_median_age_diff,embedding_comparable,776458.3297119141,428.0
2,emb_730d_median_area_diff_pct,embedding_comparable,437631.98849487305,296.0
2,emb_730d_median_days_diff,embedding_comparable,437356.4702453613,299.0
2,emb_730d_median_price,embedding_comparable,705175.0631103516,296.0
2,emb_730d_median_similarity,embedding_comparable,474844.36697387695,246.0
2,emb_730d_nearest_price,embedding_comparable,2977434.5423583984,497.0
2,emb_730d_std_price,embedding_comparable,940976.2346191406,481.0
2,emb_730d_weighted_mean_price,embedding_comparable,2317266.601715088,136.0
2,floor,basic_housing,4133805.013977051,659.0
2,floor_ratio,basic_housing,688076.1017608643,447.0
2,has_elevator,basic_housing,87168.76013183594,12.0
2,has_management,basic_housing,326622.41900634766,120.0
2,has_parking,basic_housing,815920.809967041,135.0
2,is_basement,basic_housing,0.0,0.0
2,land_area_m2,basic_housing,2546397.983734131,1124.0
2,living_rooms,basic_housing,557770.8993530273,219.0
2,main_building_area_m2,basic_housing,1742900.5091247559,858.0
2,main_building_area_ping,basic_housing,328690.98080444336,144.0
2,main_use_missing,note_or_quality_flags,3028.208953857422,9.0
2,material,location_time,1711138.135421753,365.0
2,multi_floor,basic_housing,114558.1148071289,47.0
2,parking_area_m2,basic_housing,2581498.0663146973,721.0
2,physical_condition_flag,note_or_quality_flags,280673.3258972168,103.0
2,renovation_flag,note_or_quality_flags,84992.28414916992,49.0
2,rooms,basic_housing,1571248.3072509766,375.0
2,total_floor,basic_housing,2237838.349914551,798.0
2,trade_month,location_time,127293.83348083496,126.0
2,trade_quarter,location_time,99454.29959106445,79.0
2,trade_year,location_time,358424.8627471924,149.0
2,trade_yq,location_time,152954.6288909912,122.0
3,auxiliary_area_m2,basic_housing,1718751.5144958496,765.0
3,balcony_area_m2,basic_housing,1283038.7370605469,674.0
3,bathrooms,basic_housing,306170.0182647705,143.0
3,broad_note_flag,note_or_quality_flags,74844.38934326172,27.0
3,building_age,basic_housing,4676149.754959106,1698.0
3,building_age_missing,basic_housing,272559.5022583008,83.0
3,building_area_m2,basic_housing,1204560.091506958,599.0
3,building_area_ping,basic_housing,501176.8499908447,256.0
3,building_type,location_time,419508.7106781006,115.0
3,comp_365d_count,rule_based_comparable,0.0,0.0
3,comp_365d_mean_price,rule_based_comparable,410093.9951477051,259.0
3,comp_365d_median_age_diff,rule_based_comparable,1165956.3179626465,540.0
3,comp_365d_median_area_diff_pct,rule_based_comparable,430419.43435668945,314.0
3,comp_365d_median_days_diff,rule_based_comparable,459493.88122558594,361.0
3,comp_365d_median_distance,rule_based_comparable,609199.8242492676,319.0
3,comp_365d_median_price,rule_based_comparable,556424.5263824463,363.0
3,comp_365d_nearest_distance,rule_based_comparable,646428.915435791,370.0
3,comp_365d_nearest_price,rule_based_comparable,1005777.0879058838,523.0
3,comp_365d_std_price,rule_based_comparable,1043900.809753418,557.0
3,comp_365d_weighted_mean_price,rule_based_comparable,5689400.198608398,253.0
3,comp_730d_count,rule_based_comparable,0.0,0.0
3,comp_730d_mean_price,rule_based_comparable,25499153.042114258,366.0
3,comp_730d_median_age_diff,rule_based_comparable,1284488.9452972412,640.0
3,comp_730d_median_area_diff_pct,rule_based_comparable,589233.0309143066,435.0
3,comp_730d_median_days_diff,rule_based_comparable,423686.0725097656,318.0
3,comp_730d_median_distance,rule_based_comparable,547092.3788452148,284.0
3,comp_730d_median_price,rule_based_comparable,715083.0751342773,372.0
3,comp_730d_nearest_distance,rule_based_comparable,760824.4002380371,399.0
3,comp_730d_nearest_price,rule_based_comparable,4084906.627319336,619.0
3,comp_730d_std_price,rule_based_comparable,1095929.8806762695,581.0
3,comp_730d_weighted_mean_price,rule_based_comparable,188728846.8284912,564.0
3,district,location_time,837138.6497039795,410.0
3,district_count_180d,time_aware_market,748975.1823730469,464.0
3,district_median_price_180d,time_aware_market,1180276.1727905273,465.0
3,district_median_price_365d,time_aware_market,1264387.1399383545,459.0
3,district_price_change_180_365,time_aware_market,543269.4104309082,365.0
3,district_type_count_180d,time_aware_market,536684.0428314209,375.0
3,district_type_median_price_180d,time_aware_market,577604.6071472168,308.0
3,district_type_median_price_365d,time_aware_market,625677.9634399414,361.0
3,district_type_price_change_180_365,time_aware_market,662338.0021972656,471.0
3,emb_1095d_count,embedding_comparable,0.0,0.0
3,emb_1095d_max_similarity,embedding_comparable,473738.9112548828,210.0
3,emb_1095d_mean_price,embedding_comparable,2744659.2922668457,272.0
3,emb_1095d_mean_similarity,embedding_comparable,317850.2406311035,173.0
3,emb_1095d_median_age_diff,embedding_comparable,791943.6359558105,402.0
3,emb_1095d_median_area_diff_pct,embedding_comparable,520385.2015533447,286.0
3,emb_1095d_median_days_diff,embedding_comparable,720055.6154174805,355.0
3,emb_1095d_median_price,embedding_comparable,1775743.3298034668,275.0
3,emb_1095d_median_similarity,embedding_comparable,329825.5529785156,173.0
3,emb_1095d_nearest_price,embedding_comparable,3711759.8672332764,466.0
3,emb_1095d_std_price,embedding_comparable,842973.2108459473,424.0
3,emb_1095d_weighted_mean_price,embedding_comparable,8554173.55255127,147.0
3,emb_730d_count,embedding_comparable,0.0,0.0
3,emb_730d_max_similarity,embedding_comparable,602787.480255127,313.0
3,emb_730d_mean_price,embedding_comparable,2398180.5267944336,269.0
3,emb_730d_mean_similarity,embedding_comparable,557917.3875427246,269.0
3,emb_730d_median_age_diff,embedding_comparable,868615.2525939941,448.0
3,emb_730d_median_area_diff_pct,embedding_comparable,507318.3519744873,352.0
3,emb_730d_median_days_diff,embedding_comparable,601682.2591247559,370.0
3,emb_730d_median_price,embedding_comparable,659247.7718811035,309.0
3,emb_730d_median_similarity,embedding_comparable,549415.6686401367,236.0
3,emb_730d_nearest_price,embedding_comparable,2597095.4167785645,444.0
3,emb_730d_std_price,embedding_comparable,918753.9301452637,500.0
3,emb_730d_weighted_mean_price,embedding_comparable,2950856.9655151367,137.0
3,floor,basic_housing,4054053.681716919,649.0
3,floor_ratio,basic_housing,694862.6650695801,436.0
3,has_elevator,basic_housing,72159.47088623047,14.0
3,has_management,basic_housing,288427.84704589844,92.0
3,has_parking,basic_housing,875056.1165161133,132.0
3,is_basement,basic_housing,0.0,0.0
3,land_area_m2,basic_housing,2768526.3682250977,1218.0
3,living_rooms,basic_housing,495342.9200286865,182.0
3,main_building_area_m2,basic_housing,1681616.9136047363,835.0
3,main_building_area_ping,basic_housing,247363.0821533203,153.0
3,main_use_missing,note_or_quality_flags,1170.5400390625,1.0
3,material,location_time,1585727.6405792236,324.0
3,multi_floor,basic_housing,86028.4857788086,38.0
3,parking_area_m2,basic_housing,2619168.7572631836,744.0
3,physical_condition_flag,note_or_quality_flags,280189.3454589844,111.0
3,renovation_flag,note_or_quality_flags,72462.84053039551,47.0
3,rooms,basic_housing,1666448.7112731934,406.0
3,total_floor,basic_housing,2343689.6725006104,794.0
3,trade_month,location_time,157902.38496398926,156.0
3,trade_quarter,location_time,86308.1990814209,76.0
3,trade_year,location_time,363399.8974304199,160.0
3,trade_yq,location_time,150968.45120239258,127.0
4,auxiliary_area_m2,basic_housing,1633001.3216552734,781.0
4,balcony_area_m2,basic_housing,1359018.3586730957,688.0
4,bathrooms,basic_housing,256076.99063110352,134.0
4,broad_note_flag,note_or_quality_flags,70369.76776123047,33.0
4,building_age,basic_housing,4416804.689041138,1621.0
4,building_age_missing,basic_housing,309406.5562133789,74.0
4,building_area_m2,basic_housing,1451033.4976348877,696.0
4,building_area_ping,basic_housing,299093.8517150879,160.0
4,building_type,location_time,396056.48585510254,111.0
4,comp_365d_count,rule_based_comparable,0.0,0.0
4,comp_365d_mean_price,rule_based_comparable,9562318.67791748,279.0
4,comp_365d_median_age_diff,rule_based_comparable,1179165.952178955,530.0
4,comp_365d_median_area_diff_pct,rule_based_comparable,530797.4505004883,378.0
4,comp_365d_median_days_diff,rule_based_comparable,417033.25604248047,304.0
4,comp_365d_median_distance,rule_based_comparable,543607.850402832,299.0
4,comp_365d_median_price,rule_based_comparable,537921.4142913818,358.0
4,comp_365d_nearest_distance,rule_based_comparable,568468.3862609863,365.0
4,comp_365d_nearest_price,rule_based_comparable,861492.262298584,484.0
4,comp_365d_std_price,rule_based_comparable,1045581.6220703125,553.0
4,comp_365d_weighted_mean_price,rule_based_comparable,14374378.459091187,259.0
4,comp_730d_count,rule_based_comparable,0.0,0.0
4,comp_730d_mean_price,rule_based_comparable,7020128.016647339,352.0
4,comp_730d_median_age_diff,rule_based_comparable,1142524.2210540771,643.0
4,comp_730d_median_area_diff_pct,rule_based_comparable,595001.0514373779,445.0
4,comp_730d_median_days_diff,rule_based_comparable,449273.040435791,327.0
4,comp_730d_median_distance,rule_based_comparable,538188.4108886719,272.0
4,comp_730d_median_price,rule_based_comparable,1636032.789642334,388.0
4,comp_730d_nearest_distance,rule_based_comparable,727566.7181549072,363.0
4,comp_730d_nearest_price,rule_based_comparable,4125025.6224975586,579.0
4,comp_730d_std_price,rule_based_comparable,1263266.391998291,725.0
4,comp_730d_weighted_mean_price,rule_based_comparable,177133594.94882202,589.0
4,district,location_time,789289.7715301514,372.0
4,district_count_180d,time_aware_market,732326.9996948242,496.0
4,district_median_price_180d,time_aware_market,1024505.9349975586,431.0
4,district_median_price_365d,time_aware_market,1188550.6421051025,489.0
4,district_price_change_180_365,time_aware_market,552058.3991851807,377.0
4,district_type_count_180d,time_aware_market,535245.8319854736,366.0
4,district_type_median_price_180d,time_aware_market,561219.080291748,270.0
4,district_type_median_price_365d,time_aware_market,469488.49295043945,286.0
4,district_type_price_change_180_365,time_aware_market,714636.3863983154,501.0
4,emb_1095d_count,embedding_comparable,0.0,0.0
4,emb_1095d_max_similarity,embedding_comparable,443529.9637451172,224.0
4,emb_1095d_mean_price,embedding_comparable,2231718.54095459,295.0
4,emb_1095d_mean_similarity,embedding_comparable,306962.96282958984,175.0
4,emb_1095d_median_age_diff,embedding_comparable,643030.3863830566,385.0
4,emb_1095d_median_area_diff_pct,embedding_comparable,507825.6279602051,313.0
4,emb_1095d_median_days_diff,embedding_comparable,673487.5659179688,373.0
4,emb_1095d_median_price,embedding_comparable,1512821.3034973145,303.0
4,emb_1095d_median_similarity,embedding_comparable,397997.87522888184,200.0
4,emb_1095d_nearest_price,embedding_comparable,3814168.534301758,455.0
4,emb_1095d_std_price,embedding_comparable,789360.4408569336,421.0
4,emb_1095d_weighted_mean_price,embedding_comparable,11314859.852172852,169.0
4,emb_730d_count,embedding_comparable,0.0,0.0
4,emb_730d_max_similarity,embedding_comparable,487853.5581665039,274.0
4,emb_730d_mean_price,embedding_comparable,1438604.5515441895,302.0
4,emb_730d_mean_similarity,embedding_comparable,577206.1585540771,283.0
4,emb_730d_median_age_diff,embedding_comparable,880347.6564025879,450.0
4,emb_730d_median_area_diff_pct,embedding_comparable,478807.7192687988,344.0
4,emb_730d_median_days_diff,embedding_comparable,559757.071685791,367.0
4,emb_730d_median_price,embedding_comparable,795646.6303710938,336.0
4,emb_730d_median_similarity,embedding_comparable,578049.1753692627,286.0
4,emb_730d_nearest_price,embedding_comparable,2243541.614440918,479.0
4,emb_730d_std_price,embedding_comparable,909485.1280822754,467.0
4,emb_730d_weighted_mean_price,embedding_comparable,2036233.8362121582,129.0
4,floor,basic_housing,3916167.0473632812,643.0
4,floor_ratio,basic_housing,744651.4108581543,457.0
4,has_elevator,basic_housing,104747.33483886719,20.0
4,has_management,basic_housing,346856.3374633789,103.0
4,has_parking,basic_housing,934029.349395752,135.0
4,is_basement,basic_housing,0.0,0.0
4,land_area_m2,basic_housing,2566459.721511841,1148.0
4,living_rooms,basic_housing,530143.0379180908,200.0
4,main_building_area_m2,basic_housing,1565684.0046691895,800.0
4,main_building_area_ping,basic_housing,298210.08877563477,147.0
4,main_use_missing,note_or_quality_flags,950.6099853515625,1.0
4,material,location_time,1224305.3799591064,299.0
4,multi_floor,basic_housing,90161.08560180664,50.0
4,parking_area_m2,basic_housing,2404149.778778076,743.0
4,physical_condition_flag,note_or_quality_flags,243747.85470581055,100.0
4,renovation_flag,note_or_quality_flags,79878.34326171875,48.0
4,rooms,basic_housing,1507947.8766479492,405.0
4,total_floor,basic_housing,2288547.6487579346,794.0
4,trade_month,location_time,159483.2660522461,138.0
4,trade_quarter,location_time,83367.49188232422,73.0
4,trade_year,location_time,323257.41983032227,137.0
4,trade_yq,location_time,170911.61950683594,151.0
5,auxiliary_area_m2,basic_housing,1644221.1133728027,748.0
5,balcony_area_m2,basic_housing,1167791.5588378906,649.0
5,bathrooms,basic_housing,209374.75102233887,131.0
5,broad_note_flag,note_or_quality_flags,76335.10043334961,37.0
5,building_age,basic_housing,4432855.68812561,1590.0
5,building_age_missing,basic_housing,279926.7983093262,66.0
5,building_area_m2,basic_housing,1382276.667388916,710.0
5,building_area_ping,basic_housing,242389.41160583496,151.0
5,building_type,location_time,224607.4839477539,84.0
5,comp_365d_count,rule_based_comparable,0.0,0.0
5,comp_365d_mean_price,rule_based_comparable,7632736.324249268,261.0
5,comp_365d_median_age_diff,rule_based_comparable,1164864.0050354004,570.0
5,comp_365d_median_area_diff_pct,rule_based_comparable,438689.1389465332,328.0
5,comp_365d_median_days_diff,rule_based_comparable,517826.8114929199,360.0
5,comp_365d_median_distance,rule_based_comparable,602718.6367492676,315.0
5,comp_365d_median_price,rule_based_comparable,561037.5631256104,358.0
5,comp_365d_nearest_distance,rule_based_comparable,620594.5327148438,395.0
5,comp_365d_nearest_price,rule_based_comparable,815195.9505310059,511.0
5,comp_365d_std_price,rule_based_comparable,1019790.5531921387,557.0
5,comp_365d_weighted_mean_price,rule_based_comparable,13562227.38671875,246.0
5,comp_730d_count,rule_based_comparable,0.0,0.0
5,comp_730d_mean_price,rule_based_comparable,7062885.050247192,329.0
5,comp_730d_median_age_diff,rule_based_comparable,1298063.0423583984,678.0
5,comp_730d_median_area_diff_pct,rule_based_comparable,584095.3094787598,438.0
5,comp_730d_median_days_diff,rule_based_comparable,451366.6925048828,340.0
5,comp_730d_median_distance,rule_based_comparable,565710.4042663574,276.0
5,comp_730d_median_price,rule_based_comparable,1600459.638305664,338.0
5,comp_730d_nearest_distance,rule_based_comparable,760884.9047241211,393.0
5,comp_730d_nearest_price,rule_based_comparable,3841899.9695739746,585.0
5,comp_730d_std_price,rule_based_comparable,1205038.3001708984,674.0
5,comp_730d_weighted_mean_price,rule_based_comparable,172344129.48132324,612.0
5,district,location_time,875209.7622070312,428.0
5,district_count_180d,time_aware_market,634854.4980926514,445.0
5,district_median_price_180d,time_aware_market,1018493.5996398926,447.0
5,district_median_price_365d,time_aware_market,1101418.390045166,512.0
5,district_price_change_180_365,time_aware_market,574405.7302856445,408.0
5,district_type_count_180d,time_aware_market,512091.1439819336,377.0
5,district_type_median_price_180d,time_aware_market,492080.94219970703,296.0
5,district_type_median_price_365d,time_aware_market,576075.3193969727,330.0
5,district_type_price_change_180_365,time_aware_market,635158.9902954102,478.0
5,emb_1095d_count,embedding_comparable,0.0,0.0
5,emb_1095d_max_similarity,embedding_comparable,321729.7314758301,214.0
5,emb_1095d_mean_price,embedding_comparable,2409127.5873413086,249.0
5,emb_1095d_mean_similarity,embedding_comparable,398142.4196777344,192.0
5,emb_1095d_median_age_diff,embedding_comparable,696330.3490905762,431.0
5,emb_1095d_median_area_diff_pct,embedding_comparable,554845.5566101074,317.0
5,emb_1095d_median_days_diff,embedding_comparable,574680.1268005371,338.0
5,emb_1095d_median_price,embedding_comparable,2482993.7851867676,309.0
5,emb_1095d_median_similarity,embedding_comparable,355210.26611328125,203.0
5,emb_1095d_nearest_price,embedding_comparable,3818215.9899902344,505.0
5,emb_1095d_std_price,embedding_comparable,958534.1314697266,501.0
5,emb_1095d_weighted_mean_price,embedding_comparable,9728692.869903564,175.0
5,emb_730d_count,embedding_comparable,0.0,0.0
5,emb_730d_max_similarity,embedding_comparable,436956.44369506836,266.0
5,emb_730d_mean_price,embedding_comparable,1563557.2131958008,283.0
5,emb_730d_mean_similarity,embedding_comparable,439782.2470550537,209.0
5,emb_730d_median_age_diff,embedding_comparable,860178.7926330566,481.0
5,emb_730d_median_area_diff_pct,embedding_comparable,445891.7756958008,337.0
5,emb_730d_median_days_diff,embedding_comparable,651295.8657836914,401.0
5,emb_730d_median_price,embedding_comparable,680714.7089233398,314.0
5,emb_730d_median_similarity,embedding_comparable,525482.5519104004,267.0
5,emb_730d_nearest_price,embedding_comparable,2319323.488800049,433.0
5,emb_730d_std_price,embedding_comparable,1044913.1883850098,481.0
5,emb_730d_weighted_mean_price,embedding_comparable,3706513.6370544434,141.0
5,floor,basic_housing,4091733.654067993,675.0
5,floor_ratio,basic_housing,788592.5862426758,482.0
5,has_elevator,basic_housing,136469.7608642578,17.0
5,has_management,basic_housing,348314.2384338379,99.0
5,has_parking,basic_housing,861658.8422241211,132.0
5,is_basement,basic_housing,0.0,0.0
5,land_area_m2,basic_housing,2522313.3748931885,1133.0
5,living_rooms,basic_housing,403398.6565551758,189.0
5,main_building_area_m2,basic_housing,1625692.6643218994,833.0
5,main_building_area_ping,basic_housing,251070.48126220703,135.0
5,main_use_missing,note_or_quality_flags,1086.3900146484375,1.0
5,material,location_time,1138125.3439483643,278.0
5,multi_floor,basic_housing,85835.96432495117,43.0
5,parking_area_m2,basic_housing,2261573.5168151855,680.0
5,physical_condition_flag,note_or_quality_flags,236974.8935546875,99.0
5,renovation_flag,note_or_quality_flags,98000.17276000977,50.0
5,rooms,basic_housing,1495266.8465576172,384.0
5,total_floor,basic_housing,2148812.4000091553,774.0
5,trade_month,location_time,194562.75044250488,173.0
5,trade_quarter,location_time,70253.8957824707,56.0
5,trade_year,location_time,246663.70039367676,109.0
5,trade_yq,location_time,192863.68006896973,160.0
6,auxiliary_area_m2,basic_housing,1404760.0399475098,653.0
6,balcony_area_m2,basic_housing,1211657.0477600098,685.0
6,bathrooms,basic_housing,262140.67738342285,150.0
6,broad_note_flag,note_or_quality_flags,61190.47521972656,37.0
6,building_age,basic_housing,4815927.687469482,1637.0
6,building_age_missing,basic_housing,343129.22399902344,81.0
6,building_area_m2,basic_housing,1487076.297012329,785.0
6,building_area_ping,basic_housing,366437.57640075684,174.0
6,building_type,location_time,163090.73260498047,78.0
6,comp_365d_count,rule_based_comparable,0.0,0.0
6,comp_365d_mean_price,rule_based_comparable,410309.1449432373,258.0
6,comp_365d_median_age_diff,rule_based_comparable,1060434.0821228027,513.0
6,comp_365d_median_area_diff_pct,rule_based_comparable,486758.0414733887,355.0
6,comp_365d_median_days_diff,rule_based_comparable,457121.2596130371,315.0
6,comp_365d_median_distance,rule_based_comparable,529610.0234680176,303.0
6,comp_365d_median_price,rule_based_comparable,484843.36141967773,309.0
6,comp_365d_nearest_distance,rule_based_comparable,634341.6936798096,317.0
