id,trade_date,district,building_type,text_representation
RPQNMLSLKINFFCA08CA,2018-12-06,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：2.54 年
建物坪數：80.05 坪
主建物坪數：40.52 坪
樓層：16 / 16
樓層比例：1.00
格局：3 房 1 廳 2 衛
車位：有
車位面積：33.74
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPOMLNJJHOFFFA57CA,2018-12-06,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：2.17 年
建物坪數：169.22 坪
主建物坪數：101.57 坪
樓層：3 / 27
樓層比例：0.11
格局：4 房 2 廳 4 衛
車位：有
車位面積：118.89
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLQLKINFFFA08CA,2018-12-04,大安區,華廈(10層含以下有電梯),"行政區：大安區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：40.99 坪
主建物坪數：31.49 坪
樓層：3 / 7
樓層比例：0.43
格局：5 房 0 廳 5 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPSQMLSLKINFFBA58DA,2018-12-05,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：37.91 年
建物坪數：29.23 坪
主建物坪數：25.14 坪
樓層：2 / 5
樓層比例：0.40
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTNMLQLKINFFEA38CA,2018-12-15,北投區,套房(1房1廳1衛),"行政區：北投區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：9.86 年
建物坪數：21.43 坪
主建物坪數：11.79 坪
樓層：5 / 13
樓層比例：0.38
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQPMLPLJHOFFDA97CA,2018-12-03,南港區,公寓(5樓含以下無電梯),"行政區：南港區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：12.95 坪
主建物坪數：12.95 坪
樓層：1 / 4
樓層比例：0.25
格局：3 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLNJJHOFFCA47DA,2018-12-04,中山區,公寓(5樓含以下無電梯),"行政區：中山區
建物型態：公寓(5樓含以下無電梯)
主要建材：加強磚造
屋齡：缺失 年
建物坪數：20.96 坪
主建物坪數：20.96 坪
樓層：1 / 4
樓層比例：0.25
格局：0 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTNMLRJJHOFFBA87CA,2018-12-11,大同區,華廈(10層含以下有電梯),"行政區：大同區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：7.45 年
建物坪數：30.25 坪
主建物坪數：16.10 坪
樓層：2 / 10
樓層比例：0.20
格局：0 房 0 廳 0 衛
車位：有
車位面積：22.88
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSQMLPLJHOFFCA18CA,2018-12-10,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：3.89 年
建物坪數：129.91 坪
主建物坪數：53.65 坪
樓層：8 / 12
樓層比例：0.67
格局：3 房 2 廳 3 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLMJJHOFFBA17CA,2018-12-02,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：加強磚造
屋齡：49.71 年
建物坪數：20.65 坪
主建物坪數：20.65 坪
樓層：2 / 4
樓層比例：0.50
格局：3 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPWOMLRJJHOFFBA28CA,2018-12-13,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.25 年
建物坪數：24.37 坪
主建物坪數：11.36 坪
樓層：6 / 12
樓層比例：0.50
格局：1 房 1 廳 1 衛
車位：有
車位面積：13.68
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOPMLSLKINFFCA08CA,2018-12-03,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：23.85 年
建物坪數：26.88 坪
主建物坪數：19.45 坪
樓層：2 / 18
樓層比例：0.11
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRNMLSLKINFFCA18CA,2018-12-10,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：9.14 年
建物坪數：35.96 坪
主建物坪數：14.28 坪
樓層：7 / 13
樓層比例：0.54
格局：2 房 2 廳 1 衛
車位：有
車位面積：41.72
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLMJJHOFFFA18DA,2018-12-06,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：33.54 年
建物坪數：31.05 坪
主建物坪數：22.73 坪
樓層：17 / 17
樓層比例：1.00
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPRPMLPLJHOFFEA28DA,2018-12-21,北投區,套房(1房1廳1衛),"行政區：北投區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：13.11 年
建物坪數：5.51 坪
主建物坪數：2.82 坪
樓層：13 / 13
樓層比例：1.00
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTNMLSJJHOFFFA38CA,2018-12-06,大安區,公寓(5樓含以下無電梯),"行政區：大安區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：37.36 坪
主建物坪數：29.82 坪
樓層：2 / 5
樓層比例：0.40
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVNMLNJJHOFFDA87CA,2018-12-12,信義區,華廈(10層含以下有電梯),"行政區：信義區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：4.65 年
建物坪數：15.74 坪
主建物坪數：6.17 坪
樓層：8 / 9
樓層比例：0.89
格局：0 房 0 廳 0 衛
車位：有
車位面積：7.29
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLNLJHOFFCA18DA,2018-12-21,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：36.03 年
建物坪數：11.35 坪
主建物坪數：8.66 坪
樓層：7 / 12
樓層比例：0.58
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLMJJHOFFCA87CA,2018-12-12,內湖區,華廈(10層含以下有電梯),"行政區：內湖區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：2.93 年
建物坪數：48.34 坪
主建物坪數：22.65 坪
樓層：5 / 5
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：有
車位面積：33.15
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUOMLOKJHOFFAA77CA,2018-12-05,文山區,套房(1房1廳1衛),"行政區：文山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：23.61 年
建物坪數：11.86 坪
主建物坪數：7.03 坪
樓層：4 / 5
樓層比例：0.80
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOOMLKKJHOFFEA17CA,2018-12-04,北投區,公寓(5樓含以下無電梯),"行政區：北投區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：34.46 年
建物坪數：36.19 坪
主建物坪數：29.23 坪
樓層：1 / 5
樓層比例：0.20
格局：3 房 2 廳 3 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLMJJHOFFCA77CA,2018-12-04,中山區,公寓(5樓含以下無電梯),"行政區：中山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：44.37 年
建物坪數：24.47 坪
主建物坪數：24.47 坪
樓層：3 / 4
樓層比例：0.75
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPWNMLOJJHOFFAA77CA,2018-12-10,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：1.58 年
建物坪數：62.39 坪
主建物坪數：27.64 坪
樓層：14 / 29
樓層比例：0.48
格局：3 房 2 廳 2 衛
車位：有
車位面積：42.94
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLSLKINFFDA28CA,2018-12-04,松山區,華廈(10層含以下有電梯),"行政區：松山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：26.64 年
建物坪數：28.14 坪
主建物坪數：18.31 坪
樓層：7 / 7
樓層比例：1.00
格局：3 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
